scene_id,OID,lng,lat,date,image_path,filename,image_url
S0036,44885,106.49402,29.593918,201610,images/44885_106.49402_29.593918_201610.jpg,44885_106.49402_29.593918_201610.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/44885_106.49402_29.593918_201610.jpg
S0037,18503,106.505582,29.540249,201906,images/18503_106.505582_29.540249_201906.jpg,18503_106.505582_29.540249_201906.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/18503_106.505582_29.540249_201906.jpg
S0038,18407,106.568297,29.493236,201610,images/18407_106.568297_29.493236_201610.jpg,18407_106.568297_29.493236_201610.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/18407_106.568297_29.493236_201610.jpg
S0039,101,106.485084,29.527877,201906,images/101_106.485084_29.527877_201906.jpg,101_106.485084_29.527877_201906.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/101_106.485084_29.527877_201906.jpg
S0040,34822,106.517032,29.540737,202005,images/34822_106.517032_29.540737_202005.jpg,34822_106.517032_29.540737_202005.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/34822_106.517032_29.540737_202005.jpg
S0041,38414,106.489547,29.601269,202005,images/38414_106.489547_29.601269_202005.jpg,38414_106.489547_29.601269_202005.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/38414_106.489547_29.601269_202005.jpg
S0042,40881,106.489328,29.49725,201711,images/40881_106.489328_29.49725_201711.jpg,40881_106.489328_29.49725_201711.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/40881_106.489328_29.49725_201711.jpg
S0043,53118,106.478493,29.591264,202210,images/53118_106.478493_29.591264_202210.jpg,53118_106.478493_29.591264_202210.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/53118_106.478493_29.591264_202210.jpg
S0044,6132,106.545446,29.555448,201906,images/6132_106.545446_29.555448_201906.jpg,6132_106.545446_29.555448_201906.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/6132_106.545446_29.555448_201906.jpg
S0045,22241,106.560365,29.560281,201907,images/22241_106.560365_29.560281_201907.jpg,22241_106.560365_29.560281_201907.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/22241_106.560365_29.560281_201907.jpg
S0046,41637,106.526472,29.516651,202210,images/41637_106.526472_29.516651_202210.jpg,41637_106.526472_29.516651_202210.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/41637_106.526472_29.516651_202210.jpg
S0047,11416,106.469515,29.56641,201906,images/11416_106.469515_29.56641_201906.jpg,11416_106.469515_29.56641_201906.jpg,https://pub-038359eb657f4df5960d0f9964bb67a2.r2.dev/11416_106.469515_29.56641_201906.jpg
